Supplier;Code;Description;Q;Cost Price;Cost * Q;Sales Pirce;Sales Price * Q
B169;T1344WW;B169 COFFEE TABLE WW KOPI 120x70x45;2;73;146;290;580
B169;T1345.3B;B169 DINING TABLE TEAK ROOT F100 H75;1;97;97;720;720
B169;T1346.6;B169 DINING TABLE SUAR 250X90X80;4;433;1734;2520;10080
B169;T1346.7;B169 DINING TABLE SUAR 180X80;1;414;414;2200;2200
B171;T1347.1;B171 DINING TABLE TEAK 160x80x75;2;79;157;780;1560
B169;T1350.2;B169 SIDE TABLE BALL F60x40;2;55;110;270;540
B99;T1354.1;B99 DINING TABLE ANOGI REC TEAK & STEEL 180x100x75;1;0;0;1180;1180
B99;T1355.2;B99 DINING TABLE AINOS REC PINE & STEEL 180x10;1;250;250;1070;1070
B99;T1361;B99 SIDE TABLE ITHAKA  REC PINE 45x50x50;1;70;70;290;290
B169;T1364.1;B169 DINING TABLE TEAK FISKARDO 260x100x75;2;790;1580;3595;7190
B169;T1364.2;B169 DINING TABLE TEAK FISKARDO 300x100x75;2;994;1988;3720;7440
B169;T1364.6;B169 DINING TABLE TEAK FISKARDO 200x90x75;2;399;798;3381;6763
;;;;;;;
;T1364.8;B169 DINING TABLE TEAK FISKARDO 240x100x75;3;688;2065;3595;10785
B169;T1364.9;B169 DINING TABLE TEAK FISKARDO 170x90x75 - GAP BETWEEN LEGS 110CM;1;647;647;3615;3615
B99;T1365.2;B99 DINING TABLE POROS TEAK AND STAIN POROS 200x100x76;1;428;428;1780;1780
I30;T1368;I30 TABLE ROUND WHITE F80x72;1;70;70;320;320
B169;T1378.1N;B169 DINING TABLE TEAK PACHINO 120x80x75;1;80;80;470;470
B169;T1378.2;B169 DINING TABLE TEAK PACHINO 160x80x75;5;126;630;680;3400
B169;T1378.3B;B169 DINING TABLE TEAK PACHINO 140x80x75;8;90;718;540;4320
B169;T1378.3N;B169 DINING TABLE TEAK PACHINO 140x80x75;8;86;689;540;4320
B169;T1378.4B;B169 DINING TABLE TEAK PACHINO 180x80x75;11;126;1382;820;9020
B169;T1378.4N;B169 DINING TABLE TEAK PACHINO 180x80x75;12;122;1464;820;9840
B169;T1379;B169 BEDSIDE TEAK 50x35x45;36;79;2827;390;14040
B169;T1379.1N;B169 BEDSIDE RECT TEAK 30x35x45;-2;48;-95;280;-560
B169;T1380;B169 BEDSIDE TEAK CUBE 40x30x50;-1;36;-36;230;-230
B169;T1381;B169 SIDE TABLE TEAK F30x50;3;28;85;160;480
B169;T1382.2;B169 COFFEE TABLE 120x70x40;1;68;68;380;380
B169;T1383;B169 DINING TABLE TEAK LYGIA 200x100x75;1;81;81;710;710
B169;T1383.1B;B169 DINING TABLE TEAK LYGIA 180X80X75;10;165;1647;980;9800
B169;T1383.1N;B169 DINING TABLE LYGIA 180X80X75;12;208;2496;1125;13500
B169;T1383.2B;169 DINING TABLE TEAK LYGIA 140X70X75;6;164;984;675;4050
;;;;;;;
B169;T1383.2N;B169 DINING TABLE TEAK LYGIA 140X70X75;7;179;1252;885;6195
B169;T1385.1;B169 DINING TABLE TEAK LYGIA 60x70x75;20;47;935;320;6400
B169;T1385.2;B169 DINING TABLE 75x65x75;10;73;729;530;5300
B169;T1388.1;B169 COFFEE TABLE TEAK 130x55x35;9;349;3140;1950;17550
B169;T1388.2;B169 COFFEE TABLE TEAK 130x70X35;1;378;378;1700;1700
B169;T1389;B169 COFFEE TABLE TEAK ROOT 100x55x50;1;70;70;580;580
B169;T1390.2N;B169 COFFEE TABLE TEAK ROOT 100x100x45;1;86;86;700;700
B169;T1395;B169 COFFEE TABLE PR TEAK 3cm F50x40;5;42;211;270;1350
B169;T1396;B169 COFFEE TABLE TEAK PR 6cm F50x40;1;46;46;270;270
B169;T1401;B169 PYC BAR TOP SUAR 500x120x90;1;0;0;0;0
B169;T1404;B169 COFFEE TABLE TEAK 120x70x35;8;205;1642;1150;9200
A1;T1406FOAK;A1 DINING TABLE KASPER FOAK 220x100x77;2;526;1053;2100;4200
A1;T1407FOAK;A1 COFFEE TABLE GLASS & SHELF PRATO DUO 90x120x40;1;300;300;1070;1070
I17;T1409;I17 BEDSIDE TABLE RED BRASS ACACIA 51x35x66;2;97;193;350;700
I17;T1411;I17 BEDSIDE TABLE CARVED FLOWER ACACIA 51x40x71;1;67;67;270;270
I17;T1435B;I17 SIDE TABLE IRON F48 H39;3;27;81;230;690
I17;T1437;I17 COFFEE TABLE GLAFKI GLASS/IRON 46x90x60;5;68;338;580;2900
I17;T1440;I17 SIDE TABLE JALI IRON F45 H45;3;33;99;290;870
I17;T1442;I17 BEDSIDE TABLE 48x36x72;3;55;166;300;900
;;;;;;;
I17;T1443;I17 BEDSIDE TABLE 48x36x72;4;55;221;300;1200
I17;T1447;I17 SIDE TABLE F52 H52;1;123;123;700;700
B169;T1456;B169 COFFEE TABLE WOOD/ MARBLE;6;26;158;270;1620
I17;T1458;I17 IRON COFFEE TABLE F92 H47;2;80;160;560;1120
I17;T1459;I17 TABLE IRON MARBLE TOP F39 H51;5;48;239;410;2050
I17;T1460;I17 TABLE IRON OXIA F60 H45;5;43;215;350;1750
I17;T1461.1;I17 SIDE TABLE IRON BORSI F46 H30;1;36;36;110;110
I17;T1461.2;I17 SIDE TABLE IRON BORSI F55 H38;2;36;71;160;320
I17;T1462.1;I17 SIDE TABLE ELIKA F47 H47;3;88;265;220;660
I17;T1462.2;I17 SIDE TABLE ELIKA F54 H60;4;9;34;320;1280
I17;T1463GR;I17 SIDE TABLE IRON MARBLE TOP VIVARI F40 H60;1;48;48;330;330
I17;T1463W;I17 SIDE TABLE IRON MARBLE TOP VIVARI F40 H60;3;43;129;290;870
I17;T1464;I17 COFFEE TABLE ASINI;1;123;123;700;700
I17;T1465;I17 TABLE IRON/WOOD IRON;2;110;221;500;1000
I17;T1472.1G;I17 SIDE TABLE IRON PELEOI F48 H60;4;27;108;230;920
I17;T1472.2G;I17 SIDE TABLE IRON PELEOI F48 H77;4;31;123;260;1040
B169;T1473B;B169 BENCH SLAT BLACK REC TEAK 225x60x7;1;0;0;2500;2500
A1;T1796ROAK;A1 DINING TABLE TOULOUSE 200x100x76;1;261;261;1950;1950
B38;T1817.2N;B38 DINING TABLE 180x90x80 NATURAL;1;279;279;1020;1020
;;;;;;;
B38;T1817.4N;B38 DINING TABLE 220x100x80 NATURAL;1;325;325;1190;1190
B38;T1817.4WW;B38 DINING TABLE 220x100x80 WHITE WASHED;2;325;649;1190;2380
;T1817N;DINING TABLE FRAME 160X80X75 NATURAL B38;2;185;371;690;1380
;T1817WW;DINING TABLE FRAME 160X80X75 WHITEWASHED B3;1;0;0;690;690
P11;T1930;P11 COFFEE TABLE TEMTAB110 PINE GREY 110x71x45;2;115;229;350;700
;T1942;DINING TABLE SLATS 210x100;1;588;588;1750;1750
A1;T1964;A1 COFFEE TABLE ACACCIA 150x70x35;2;170;341;620;1240
;T1965;DINING TABLE ATNIGUA ACACCIA 250x100x78 A1;1;421;421;1285;1285
P11;T1991;P11 EXTENSION FOR TABLE LODTA 150;1;62;62;165;165
B169;T2004B;B169 SIDE TABLE SUAR NOTOS F48 H50;27;53;1436;260;7020
B169;T2004BN;B169 SIDE TABLE SUAR NOTOS F48 H50;31;49;1519;260;8060
B169;T2004N;B169 SIDE TABLE SUAR NOTOS F48 H50;4;53;213;260;1040
B169;T2007.2;B169 DINING TABLE LINIA 240x90x75;2;387;773;2220;4440
B169;T2008N;B169 COFFEE TABLE GAROUNA F60 H60;1;28;28;260;260
B169;T2009B;B169 COFFEE TABLE LL KARINI 150x68x40;1;301;301;1670;1670
B169;T2011B;B169 DINING TABLE ELIA 150x90x75;2;281;563;1670;3340
B169;T2011N;B169 DINING TABLE LL ELIA 150x90x75;3;588;1763;1670;5010
;T2012.1N;B169 DINING TABLE HOULAKIA 180X65X55;5;435;2175;2618;13090
B169;T2013;B169 COFFEE TABLE  LOUNGE 150x70x40;1;325;325;1670;1670
;;;;;;;
B169;T2014.1B;B169 DINING TABLE ROUND DILES F120 H75;5;349;1745;1740;8700
B169;T2014.2N;B169 DINING TABLE ROUND DILES F160 H75;1;353;353;2340;2340
B169;T2015.1B;B169 DINING TABLE AGROS 140x70x75;9;179;1615;940;8460
B169;T2015.1N;B169 DINING TABLE AGROS 140x70x75;3;176;528;940;2820
B169;T2015.2B;B169 DINING TABLE AGROS 180x80x75;9;201;1809;1180;10620
B169;T2015.2N;B169 DINING TABLE AGROS 180x80x75;11;197;2171;1520;16720
B169;T2015.4N;B169 DINING TABLE AGROS 240x90x75;1;364;364;2100;2100
;T2015.7N;B169 DINING TABLE AGROS 220x90x75;1;459;459;2100;2100
B177;T2018B;B177 COFFEE TABLE KORIFES 110x55x46;1;69;69;390;390
B177;T2018N;B177 COFFEE TABLE KORIFES 110x55x46;7;44;308;390;2730
B177;T2019.1N;B177 DINING TABLE SIROKO 140x70x75;6;127;765;715;4290
B177;T2019B;B177 DINING TABLE SIROKO 105x80x75;1;85;85;630;630
B177;T2019N;B177 DINING TABLE SIROKO 105x80x77;3;85;256;630;1890
B177;T2020B;B177 COFFEE TABLE ERATINO 110x40x45;21;39;829;300;6300
B177;T2020N;B177 COFFEE TABLE ERATINO 110x40x45;41;66;2706;355;14555
B177;T2021B;B177 STOOL THASOS 34x34x40;9;16;145;100;900
B177;T2021N;B177 STOOL THASOS F34x34x40;3;15;44;100;300
B177;T2022.1N;B177 COFFEE TABLE ERODIO 55x55x55;15.99;31;495;170;2718
B177;T2022.2B;B177 COFFEE TABLE ERODIO 60x60x75;7;39;273;270;1890
;;;;;;;
B177;T2022.2N;B177 COFFEE TABLE ERODIO  F60 H75;16;35;564;270;4320
B177;T2023B;B177 COFFEE TABLE AVATO 45x45x50;11;40;436;150;1650
B177;T2023N;B177 COFFEE TABLE AVATO 45x45x50;16;37;592;230;3680
B180;T2024.1B;B180 DINING TABLE KYANI TEAK 140x75x75;12;146;1753;870;10440
B180;T2024.1N;B180 DINING TABLE KYANI TEAK 140x75x75;9;142;1282;870;7830
B180;T2024.2B;B180 DINING TABLE KYANI TEAK 180x80x75;16;165;2641;2155;34480
B180;T2024.2N;B180 DINING TABLE KYANI TEAK 180x80x75;19;385;7315;2155;40945
B180;T2024.3N;B180 DESK TABLE KYANI TEAK 200x100x75;1;375;375;1420;1420
B180;T2024.5B;B180 DINING TABLE KYANI TEAK 160GAP 180X80X75;1;194;194;1320;1320
B180;T2024.5N;B180 DINING TABLE KYANI TEAK 160GAP 180X80X75;1;190;190;1320;1320
B180;T2025.1B;B180 BEDSIDE TABLE ARDANI TEAK 52x38x45;6;54;321;290;1740
B180;T2025.1N;B180 BEDSIDE TABLE ARDANI TEAK 52x38x45;-1;79;-79;290;-290
B180;T2025B;B180 BEDSIDE TABLE ARDANI TEAK 52x38x55;15;40;605;290;4350
B180;T2025N;B180 BEDSIDE TABLE ARDANI TEAK 52x38x55;7;57;396;290;2030
B181;T2027B;B181 COFFEE TABLE AXOS 55x55x55;3;21;62;140;420
B181;T2027N;B181 COFFEE TABLE AXOS 55x55x55;11;19;213;140;1540
B178;T2028.2N;B178 TABLE MINI 75x75x17;4;0;0;0;0
B169;T2029N;B169 COFFEE TABLE  PENTATI 140x70x35;2;135;269;820;1640
B177;T2039B;B177 COFFEE TABLE SPILI 100x40x45;1;38;38;290;290
;;;;;;;
B177;T2039N;B177 COFFEE TABLE SPILI 100x40x45;3;39;118;290;870
B169;T2040;B169 TABLE BASE OLYMPOS;2;167;334;1500;3000
B184;T2041.2N;B184 COFFEE TABLE OPIUM 110x60x37;1;45;45;540;540
B184;T2041.3B;B184 COFFEE TABLE OPIUM 130x70x37;1;60;60;710;710
B184;T2041.3N;B184 COFFEE TABLE OPIUM 130x70x37;1;60;60;710;710
B178;T2042N;B178 DINING TABLE F120;7;46;320;350;2450
B169;T2045B;B169 COFFEE TABLE VRACHOS 62x62x45;2;64;128;560;1120
B169;T2046B;B169 COFFEE TABLE AMONI TEAK 62x60x45;1;64;64;560;560
B169;T2047.1BN;B169 COFFEE TABLE LEFKA SUAR;-1;0;0;500;-500
B169;T2047.2BN;B169 COFFEE TABLE LEFKA SUAR 84x84x38;2;55;110;500;1000
B169;T2049B;B169 COFFEE TABLE ALONAKI F60 H38;8;39;315;320;2560
B169;T2049N;B169 COFFEE TABLE ALONAKI F60 H38;13;60;775;280;3640
B178;T2050N;B178 TABLE PANAGIA 75x75x15;1;34;34;270;270
B169;T2051N;B169 SIDE TABLE DRIMONAS 30x30x40;29;43;1261;275;7975
B169;T2052B;B169 COFFEE TABLE SUAR SAMI  F30-40 H33-43;1;58;58;550;550
B169;T2052N;B169 COFFEE TABLE SUAR SAMI F40-50 H33-43;-1;67;-67;550;-550
B169;T2054N;B169 SIDE TABLE AFTELI F40 H45;1;26;26;210;210
B169;T2056.2N;B169 DINING TABLE TEAK AINOS 130x80x70;1;0;0;1880;1880
B169;T2056.3N;B169 DINING TABLE TEAK AINOS 160x80x75;1;464;464;2218;2218
;;;;;;;
;T2057N;B169 COFFEE TABLE STONE TOP AGRA F120 H36;-1;215;-215;1310;-1310
B169;T2060N;B169 COFFEE TABLE SUAR MORIA F60 H35;3;39;117;410;1230
B169;T2062.2N;B169 COFFEE TABLE SUAR LIGARI F60 H38;3;112;336;590;1770
B169;T2063N;B169 COFFEE TABLE ARGILOS F60 H45;2;70;140;620;1240
B186;T2065N;B186 EXT. TABLE VATI TEAK 120 - 180x100x75;4;101;403;500;2000
B186;T2066N;B186 TEAK DINING TABLE SLATE;1;85;85;0;0
B169;T2067N;B169 SETS BASE FOR TEAK TABLE 400x130;1;0;0;0;0
B169;T2068N;B169 SIDE TABLE KYDONIA F40 H45;2;70;140;315;630
I17;T2080B;I17 COFFEE TABLE IRON MARBLE TOP F50 H60;2;33;67;470;940
I17;T2081GR;I17 COFFEE TABLE MARBLE TOP F72 H75;1;49;49;710;710
I17;T2081W;I17 COFFEE TABLE MARBLE TOP F72 H75;1;46;46;710;710
I17;T2084B;I17 COFFEE TABLE IRON MARBLE TOP 95x95x50;4;38;151;740;2960
I17;T2085S;I17 SIDE TABLE IRON F50 H47;3;0;0;250;750
B169;T2089;B169 ANTIQUE COFFEE TABLE;2;56;113;410;820
B169;T2091;B169 DINING TABLE SUAR 350x95x78;1;664;664;3980;3980
B169;T2092;B169 DINING TABLE KRIKELO F60 H75;1;34;34;260;260
B182;T2095B;B182 BEDSIDE TABLE AGRAFA 50x42x75;-1;53;-53;280;-280
B182;T2095N;B182 BEDSIDE TABLE AGRAFA 50x42x75;5;56;278;280;1400
B172;T2096.1;B172 SIDE TABLE CAMERINA 25x25x11;4;11;44;50;200
;;;;;;;
B172;T2096.2;B172 SIDE TABLE CAMERINA 24x24x17;2;12;24;50;100
B172;T2097;B172 COFFEE TABLE ORTIGIA 65x65x47;1;116;116;290;290
B172;T2098BR;B172 SIDE TABLE GRAVINA 56.5x56.5x54;8;99;792;230;1840
B172;T2098WW;B172 SIDE TABLE GRAVINA 56.5x56.5x54;5;99;495;230;1150
B172;T2102;B172 SIDE TABLE POZZALO 40x40x50;18;40;720;140;2520
B172;T2103.1;B172 SIDE TABLE CORVIO 51x38x57;8;48;384;140;1120
B172;T2103.2;B172 SIDE TABLES CORVIO 61x41x67;7;40;280;170;1190
B169;T2104.1;B169 COFFEE TABLE TEAK GALLINARO 120x70x35;9;329;2965;1485;13365
B169;T2104.2;B169 COFFEE TABLE TEAK GALLINARO 180x80x35;3;197;592;2980;8940
B182;T2106.1B;B182 BEDSIDE TABLE TEAK AGRAFA 1DOOR 30X42X45;5;28;141;230;1150
B182;T2106.1N;B182 BEDSIDE TABLE TEAK AGRAFA 1DOOR 30X42X45;1;31;31;230;230
B169;T2107;B169 COFFEE TABLE F50 H45;3;11;32;80;240
B169;T2111.P;B169 DINING TABLE MARZINI 224x100x75;2;172;344;1310;2620
B169;T2113B;B169 DINING TABLE 200x100x75;1;34;34;500;500
B169;T2114B;B169 DINING TABLE 200x100x75;1;31;31;470;470
B169;T2115W;B169 DINING TABLE 200x100x75;1;31;31;470;470
B169;T2116N;B169 DINING TABLE TEAK 201x102x75;1;219;219;1620;1620
B169;T2117.1B;B169 DINING TABLE TEAK FELITTO 60X80X75;1;159;159;830;830
B169;T2117.1N;B169 DINING TABLE TEAK FELITTO 60X80X75;3;244;732;1100;3300
;;;;;;;
B169;T2117.2B;B169 DINING TABLE FELITTO 100X100X75;1;205;205;1070;1070
B169;T2117.2N;B169 DINING TABLE TEAK FELITTO 100X100X75;2;262;525;1350;2700
B169;T2117.3N;B169 DINING TABLE TEAK FELITTO R90X75;2;293;586;1465;2930
B169;T2119;B169 SIDE TABLE 40X40X70;1;22;22;300;300
B169;T2120;B169 SIDE TABLE 32X32X45;2;19;38;260;520
B169;T2122;B169 SIDE TABLE TEAK F60 H60;24;0;0;0;0
B169;T2123B;B169 BEDSIDE TABLE TEAK FALCONE F35 H45;2;34;68;210;420
B169;T2123N;B169 BEDSIDE TABLE TEAK FALCONE F35 H45;4;31;124;210;840
B169;T2125.P;B169 COFEE TABLE VENERE 180X80X35;3;266;797;1620;4860
B169;T2129.1W;B169 COFFE TABLE WHITE RESIN FINISH 100x60x40;1;80;80;470;470
B169;T2131P;B169 BEDSIDE TABLE SIMPLE 45x35x50;1;55;55;330;330
B172;T2132.1W;B172 SIDE TABLE BLANDANO 35x35x50;7;37;262;160;1120
B172;T2132.2W;B172 SIDE TABLE BLANDANO 70x70x40;3;94;282;410;1230
B172;T2134;B172 TABLE TRAY 90x50x48;4;59;235;230;920
B169;T2135N;B169 TABLE SIDE TEAK WALL MOUNT F40 H40;15;26;392;180;2700
B169;T2137.2;B169 DINING TABLE SUAR BERBARO 220x85x78;3;501;1504;3170;9510
B169;T2140N;B169 DINING TABLE (TOP ) TEAK STRAIGHT EDGE 400x100x7;1;1576;1576;0;0
B169;T2141N;B169 DINING TABLE (TOP ) TEAK NATURAL EDGE 400x100x7;1;1783;1783;0;0
B169;T2142N;B169 DINING TABLE (TOP ) TEAK STRAIGHT EDGE 500x100x7;1;1949;1949;0;0
;;;;;;;
B169;T2143;B169 BEDISDE TABLE 40x40x50;3;21;62;320;960
B169;T2146N;B169 CONSOLE SUAR TOP 160x60x75;2;145;290;725;1450
B169;T2147.1N;B169 COFFEE TABLE SUAR F50 H45;5;26;131;330;1650
B169;T2147.2N;B169 COFFEE TABLE SUAR F60 H40;2;30;61;440;880
B169;T2152N;B169 CONSOLE SUAR TOP 400X60X10;4;354;1414;1590;6360
B169;T2408;B169 DINNING TABLE ROUNDED EDGES 360X95X75;1;1917;1917;8626;8626
B169;T2409BB;B169 BEDSIDE TABLE TEAK 50X45X52;6;70;421;487;2922
B169;T2412.1B;B169 TABLE TEAK BASE FOR MARBLE TOP T2425G 60X60X60;11;32;349;180;1980
B169;T2412.2B;B169 TABLE TEAK BASE FOR MARBLE TOP T2425G 60X60X75;4;32;127;220;880
B169;T2413;B169 TABLE COFFEE REC. TEAK set with S1113 80x80x30cm;2;229;458;1250;2500
;T2415;B169 TABLE DINNINIG REC TEAK 240X100X75;1;435;435;2520;2520
B16;T2417;B169 SIDE TABLE SURA 40X40X40;6;41;245;282;1692
B169;T2418N;B169 DINING TABLE TEAK KANALAKI ROUND F120 H75cm;2;292;584;1675;3350
B169;T2419;B169 DINNING TABLE LICATA RECYCLED TEAK 230X100X75;1;440;440;3045;3045
B169;T2420.2;B169 COFFEE TABLE SUAR 80X90X25;3;77;231;534;1602
B169;T2420.3;B169 COFFEE TABLE SUAR 100X110X25;3;123;370;691;2073
B169;T2421.4;B169 TABLE SUELLI PRIME TEAK 90X90X75;1;304;304;2103;2103
B169;T2421.5;B169 TABLE SUELLI PRIME TEAK 120X70X75;1;295;295;2040;2040
B16;T2422.2;B169 DINNING TABLE SERRI PRIME TEAK 240X100X75;1;770;770;5336;5336
;;;;;;;
B169;T2423;B169 TEAK SLATE TABLE 220X100X75;1;0;0;0;0
B169;T2424.2;B169 DINNING TABLE REC TEAK WITH SLATS 220X100X75;1;526;526;3259;3259
B169;T2424.3;B169 DINNING TABLE REC TEAK WITH SLATS 270X110X75;1;649;649;4026;4026
;T2425G;B169 MARBLE TOP FOR TABLE BASE T2412 60X60X2;1;18;18;120;120
B169;T2426.3;B169 DINING TABLE SUAR TONIA 90x90x75;1;208;208;1100;1100
B169;T2427;B169 COFFEE TABLE OIK5.2.2 80x80x30;1;233;233;1615;1615
B169;T2428;B169 COFFEE TABLE OIK5.2.2 120x40x40;1;183;183;1271;1271
B169;T2434.1;B169 TABLE TOP TEAK 400x100x6;3;1552;4657;4812;14436
B169;T2434.2;B169 TABLE TOP TEAK 400x120x6;2;1552;3105;4812;9624
B169;T2435.2B;B169 COFFE TABLE CASARANO 139x103x35;1;256;256;1425;1425
B169;T2435.2N;B169 COFFE TABLE CASARANO 139x103x35;2;201;402;950;1900
B169;T2436B;B169 DINING TABLE CASARANO 338x100x75;1;653;653;3640;3640
B169;T2439.2;B169 COFFE TABLE 51x51x45;3;34;101;185;555
B169;T2442;B169 COFFEE TABLE 37x35x45;9;44;392;240;2160
B169;T2443;B169 COFFE TABLE WOOD TOP 40x40x45;11;39;425;215;2365
B202;T2445;B202 COFFEE TABLE 56x56x56;2;41;82;225;450
B205;T2447;B205 COFFEE TABLE 50x50x48;6;71;425;355;2130
B205;T2448;B205 COFFEE TABLE 80x80x40;6;93;559;550;3300
B205;T2449;B205 DINING TABLE 120x120x78;2;198;395;1100;2200
;;;;;;;
B206;T2450;B206 COFFEE TABLE 70x70x45;3;70;210;365;1095
B206;T2453;B206 COFFEE TABLE 80x80x80;3;71;213;400;1200
B206;T2454;B206 COFFEE TABLE 60x50x50;6;55;331;250;1500
B169;T2456.1;B169 DINING TABLE PRIME TEAK 160x80x75;2;296;592;1650;3300
B169;T2456.3;B169 DINING TABLE 220x100x75;1;375;375;2090;2090
B169;T2458;B169 BEDSIDE TABLE 40x40x43;2;60;120;335;670
B169;T2459;B169 COFFE TABLE w MARBLE TOP 72x57x40;-1;208;-208;1155;-1155
B169;T2460;B169 BEDSIDE TABLE TRUNK TEAK 40x40x45;1;49;49;275;275
B169;T2461;B169 COFFE TABLE w MARBLE TOP 90x90x20;3;288;864;1600;4800
B205;T2462;B205 DINING TABLE TEAK F120 H78;2;181;362;1015;2030
B169;T2463.1BE;B169 DINING TABLE TEAK WITH MARBLE TOP 180x90x75;1;566;566;3160;3160
B169;T2463.2BE;B169 DINING TABLE TEAK WITH MARBLE TOP 200x90x75;2;593;1186;3310;6620
B169;T2463.3BE;B169 DINING TABLE TEAK WITH MARBLE TOP 220x90x75;1;625;625;3490;3490
B31;T2464B;Β31 ROUND TABLE  CEMENT;2;44;88;250;500
B31;T2465W;Β31 ROUND TABLE  CEMENT;2;44;88;250;500
B31;T2466;B31 TABLE BASE CEMENT 2PCS;8;22;177;125;1000
B169;T2467;B169 - OIK85 DINING TABLE TOP SUAR 600x145x78;4;2243;8972;12520;50080
I205;T2468;I205 TABLE BASE METAL;50;36;1817;125;6250
I205;T2469;I205 TABLE BASE METAL;13;51;669;180;2340
;;;;;;;
I205;T2470;I205 TABLE BASE METAL;30;24;710;85;2550
P14;T3296.1;P14 Coffee table S/2 Ø67,5x39,5+Ø75x45 cm TALCA raw nickel;1;149;149;835;835
P14;T3296.2;P14 Coffee table S/2 Ø67,5x39,5+Ø75x45 cm TALCA raw nickel;1;223;223;1250;1250
P14;T3297;P14 Side table Ø49x50 cm BRAVO clear glass+matt black;2;96;192;540;1080
P14;T3298.1;P14 Side table S/2 Ø37x41+Ø43x45,5 cm TOBIAS antique silver;1;54;54;305;305
P14;T3298.2;P14 Side table S/2 Ø37x41+Ø43x45,5 cm TOBIAS antique silver;1;81;81;455;455
P14;T3300.1;P14 Side table Ø37x45 cm BRAVO clear glass+matt black;2;26;52;145;290
P14;T3300.2;P14 Side table Ø37x45 cm BRAVO clear glass+matt black;2;37;74;205;410
B169;T3301.1;B169 TABLE STONE WITH WOODEN BASE OIK85 50x55x53;2;156;313;875;1750
B169;T3301.2;B169 TABLE STONE WITH WOODEN BASE OIK85 50x55x33;2;212;425;1185;2370
B169;T3302;B169 COFFEE TABLE ROUND 115x115x43;1;271;271;1515;1515
B169;T3303;B169 COFFEE TABLE 130x80x40;2;309;618;1725;3450
B169;T3304;B169 COFFEE TABLE 50x50x40;2;90;181;505;1010
B169;T3305;B169 OIK85 COFFEE TABLE STONE TOP 210x80x40;1;663;663;3700;3700
B169;T3306;B169 OIK85 LEGS FOR T2467 DINING TABLE TOP SUAR 600x145x78;4;229;918;1285;5140
;T3307;B169 OIK85 BASE FOR T3305 COFFEE TABLE STONE 210x80x40;1;138;138;770;770
B169;T3308;B169 COFFEE TABLE STONE WITH 4 STOOLS 150x90x60;1;545;545;3045;3045
B206;T3309;B206 COFFEE TABLE TEAK 60x60x47;2;77;154;430;860
B206;T3310;B206 SIDE TABLE TEAK 50x50x60;2;79;158;445;890
;;;;;;;
B206;T3311;B206 SIDE TABLE TEAK 45x45x60;2;64;127;360;720
B206;T3312;B206 SIDE TABLE TEAK 60x60x56;4;65;259;365;1460
B206;T3313;B206 SIDE TABLE TEAK 55x55x55;2;45;91;255;510
B169;TL033.1;B169 POOL STONE 20x2x40;50;21;1069;110;5500
B169;TL033.2;B169 POOL STONE 20x2x45;10;0;0;130;1300
B169;TL033.3;B169 STEP WALK RIVER STONE 60x30x2;239;6;1434;50;11950
I172;TV001;"I172 TV WALL MOUNT FIXED 32-70""45KG";2;3;6;10;20
I172;TV002B;"I172 TV WALL MOUNT SWIVEL 26-55""40KG";14;4;51;15;210
B169;TW1002.1;B169 FOLDED DIVIDER ROOM 50x5x200;68;0;0;140;9520
B169;TW1002.2;B169 FOLDED DIVIDER ROOM 60x5x200;7;0;0;0;0
B169;TW1003N;B169 - OIK48 BREAKFAST TABLE TEAK;1;1026;1026;4040;4040
B169;TW1005;B169 - OIK48 BBQ TABLE;-1;1595;-1595;7910;-7910
B169;TW1009.1G;B169 SINK RECATNGULAR 120x50x26;1;280;280;1565;1565
I28;V1031.1;I28 NOTEBOOK DOTS CHA-B 9x14;56;0;26;4;196
I28;V1031.2;I28 NOTEBOOK FLORAL CHA-B 13x18;56;1;40;6;308
I28;V1031.3;I28 NOTEBOOK CANVAS B 13x18;57;1;73;10;542
I196;ZAG001;I196 1200W ΤΡΟΧΟΣ;6;24;144;50;300
D205;ZALUMIN001;D205 ΣΠΙΡΑΛΟΥΜΙΝΙΟ Φ120;-3;0;0;7;-20
D205;ZALUMIN002;D205 ΣΠΙΡΑΛΟΥΜΙΝΙΟ Φ125;-3;0;0;8;-25
;;;;;;;
D205;ZALUMIN003;D205 ΣΠΙΡΑΛΟΥΜΙΝΙΟ Φ100;-3;0;0;8;-25
D205;ZALUMIN004;D205 ΣΧΑΡΕΣ ΓΑΛΒΑΝΙΖΕ 100Χ30;-5;0;0;57;-284
D205;ZALUMIN005;D205 ΛΑΜΑ 40Χ10;52;18;936;26;1354
D205;ZALUMIN006;D205 ΣΧΑΡΑ ΚΑΝΑΛΙΩΝ ΜΕ ΠΛΑΙΣΙΟ 150Χ1003;54;25;1350;31;1687
D205;ZALUMIN007;D205 ΚΟΙΛΟΔΟΚΟΙ 40Χ20Χ2Χ6;116;11;1241;14;1616
D205;ZALUMIN008;D205 ΚΑΛΑΠ 6Χ6Χ8 ΜΑΥΡΗ;200;1;180;1;234
D205;ZALUMIN009;D205 ΚΟΙΛΟΔΟΚΟΣ 60Χ40Χ2Χ6;10;19;185;24;241
D205;ZALUMIN010;D205 ΣΩΜΑ ΗΛΕΚΤΡΟΚΟΛΛΗΣΗΣ 400Α;1;8;8;10;10
